,char,movie,mbti,votes
1188,Referee,Nacho Libre (2006),ISTJ,1 Pdb Vote
1189,Jode Nash,Funhouse,ISTJ,2 Pdb Votes
1190,Virginia Straker,The Dark and the Wicked,ISTJ,2 Pdb Votes
1191,Guillermo “Billy” Herrera,Father of the Bride (2022),XXXX,9 Pdb Votes
1192,Udo Jine,Rurouni Kenshin (2012),XXXX,4 Pdb Votes
1193,Billy Showalter,The Black Phone,ISTJ,27 Pdb Votes
1194,Terrence Blake,The Black Phone,ISTJ,42 Pdb Votes
1195,Licio Lucchesi,The Godfather (1972),ISTJ,6 Pdb Votes
1196,Amir Hossein,Grassland (2022),ISTJ,14 Pdb Votes
1197,Iqbal Guanna Freedy,Mariposa,ISTJ,4 Pdb Votes
1198,Joseph,Cha Cha Real Smooth,ISTJ,3 Pdb Votes
1199,Greg,Cha Cha Real Smooth,ISTJ,0
1200,Paco,The Flower of My Secret,XXXX,7 Pdb Votes
1201,Ajay,Arya,ISTJ,4 Pdb Votes
1202,Marty Sr.,Wild America (1997),ISTJ,3 Pdb Votes
1203,Zoey Davis’s dad,Escape Room (2019),ISTJ,1 Pdb Vote
1204,Carrie,Drive Thru - Fast food killer ( 2007 ),ISTJ,1 Pdb Vote
1205,Griffin,The Binge,XXXX,1 Pdb Vote
1206,The Creature,Possession (1981),ISTJ,13 Pdb Votes
1207,Yoon-hee,Moonlit Winter (2019),ISTJ,2 Pdb Votes
1208,Ron Hall,Same Kind of Different as Me,ISTJ,3 Pdb Votes
1209,Emil,Corpse Bride (2005),ISTJ,18 Pdb Votes
1210,Bob Caleo,Holding The Man,ISTJ,1 Pdb Vote
1211,Stumpy Woodcutter,Wolfwalkers (2020),XXXX,2 Pdb Votes
1212,Bobbin,The Ballad of Songbirds and Snakes (2023),ISTJ,10 Pdb Votes
1213,Greta,Liar Liar (1997),ISTJ,2 Pdb Votes
1214,Bejoy,Lokesh Cinemeatic Universe ( LCU),ISTJ,6 Pdb Votes
1215,Dani Miranda,The Gray Man,ISTJ,45 Pdb Votes
1216,Captain Frederick Wentworth,Persuasion (2022),ISTJ,30 Pdb Votes
1217,Carla Benson,Opposite Day,ISTJ,3 Pdb Votes
1218,Captain JJ Collins,Interceptor (2022),XXXX,10 Pdb Votes
1219,Aidan Dyfed,Swingverse,ISTJ,5 Pdb Votes
1220,Ondřej,Loners (2000),ISTJ,7 Pdb Votes
1221,Cliff Barry,Pride,XXXX,1 Pdb Vote
1222,Mistletoe,Spookley the Square Pumpkin (2004),ISTJ,3 Pdb Votes
1223,Kenny,Heavyweights (1995),ISTJ,2 Pdb Votes
1224,Reverend Sullivan,A Walk to Remember (2002),ISTJ,24 Pdb Votes
1225,Jackie Harper,I See You (2019),ISTJ,5 Pdb Votes
1226,Rick,Queenpins,INTJ,1 Pdb Vote
1227,Michael Murphy,Lone Survivor,ISTJ,3 Pdb Votes
1228,Carly,Boiling Point (2021),ISTJ,14 Pdb Votes
1229,Jamie,Kidnapped (Secuestrados),ISTJ,3 Pdb Votes
1230,Dr. Fritz Fassbender,What's New Pussycat? (1965),ISTJ,1 Pdb Vote
1231,Lazar Kaganovich,The Death Of Stalin (2017),ISTJ,16 Pdb Votes
1232,Hae Joon,Decision To Leave (2022),ISTJ,62 Pdb Votes
1233,Alfred Pennyworth,The Lego Batman Movie (2017),ISTJ,2 Pdb Votes
1234,Isaac,EMO The Musical (2016),ISTJ,2 Pdb Votes
1235,Eve,Conte de printemps (A Tale of Springtime),ISTJ,1 Pdb Vote
1236,Kang Doyoung,Decibel (2022),ISTJ,5 Pdb Votes
1237,Mr. Fu (Fu laoshi),I Not Stupid Too (小孩不笨2),ISTJ,1 Pdb Vote
1238,Driver,Ten (2002),ISTJ,1 Pdb Vote
1239,Dr. Baek,The Witch: Part 2. The Other One,ISTJ,3 Pdb Votes
1240,Commander Stone Hopper,Battleship (2012),ISTJ,14 Pdb Votes
1241,Lenka Karaseva,I Give You My Word,ISTJ,4 Pdb Votes
1242,Flavia,Veneno para las hadas (1984),ISTJ,3 Pdb Votes
1243,Paul,Ideal Home (2018),ISTJ,3 Pdb Votes
1244,Zola Mitsopolis,Mission: Impossible (Franchise),XXXX,3 Pdb Votes
1245,Teleprompter Guy,Bruce Almighty (2003),ISTJ,2 Pdb Votes
1246,Baldwin,Cry-Baby,ISTJ,5 Pdb Votes
1247,Clyde Brenek,The Possession,ISTJ,12 Pdb Votes
1248,Lynette,Angry Birds: Summer Madness (2022),ISTJ,48 Pdb Votes
1249,Stella,Angry Birds: Summer Madness (2022),ISTJ,63 Pdb Votes
1250,Valmir,Tropa de Elite (Franchise),ISTJ,8 Pdb Votes
1251,Chip,Chip 'n Dale Rescue Rangers (2022),ISTJ,155 Pdb Votes
1252,Stu price,Very Bad Trip,XXXX,6 Pdb Votes
1253,Sumi Singh,Badhaai Do,ISTJ,10 Pdb Votes
1254,Martha,Senior Year,ISTJ,34 Pdb Votes
1255,Venkata Rama Raju,RRR (2022),ISTJ,27 Pdb Votes
1256,Sunee,Love of the Siam (2007),ISTJ,4 Pdb Votes
1257,the police officer,Much Loved (2015),ISTJ,9 Pdb Votes
1258,Hobo,Hobo with a Shotgun (2011),XXXX,10 Pdb Votes
1259,Mound Dweller,The Northman (2022),ISTJ,5 Pdb Votes
1260,Inspector Kulkarni,Dhamaal (2007),ISTJ,9 Pdb Votes
1261,Vijay Raj,Dhamaal (2007),XXXX,30 Pdb Votes
1262,Surge Protector,Wreck-It Ralph (Franchise),ISTJ,8 Pdb Votes
1263,Queenie,Shortcut (2020),ISTJ,1 Pdb Vote
1264,Isaac,The Clique,ISTJ,1 Pdb Vote
1265,Roberto,Poema de Salvación,ISTJ,17 Pdb Votes
1266,Gloyd Orangeboar,Wreck-It Ralph (Franchise),ISTJ,14 Pdb Votes
1267,Irina Ovsyannikova,Chikatilo,XXXX,1 Pdb Vote
1268,Robert,Along For The Ride,ISTJ,10 Pdb Votes
1269,Pruitt,The Invitation (2015),ISTJ,18 Pdb Votes
1270,Sir John Talbot,The Wolfman,ISTJ,6 Pdb Votes
1271,Kidman,Moonwalkers,ISTJ,6 Pdb Votes
1272,Katie Carter,I Spit On Your Grave (Franchise),XXXX,1 Pdb Vote
1273,A - young ,I (2021),ISTJ,10 Pdb Votes
1274,"Aloysius Jin ""Wayang King""",Ah boys to men,ISTJ,6 Pdb Votes
1275,Pvt. Bell,The Thin Red Line (1998),XXXX,7 Pdb Votes
1276,Madame Mallory,The Hundred-Foot Journey,ISTJ,10 Pdb Votes
1277,Dr. Matthew Sobvechik,Sleeping With Other People (2015),ISTJ,1 Pdb Vote
1278,Choi Min-Jae,The Policeman’s Lineage (2022),XXXX,5 Pdb Votes
1279,Vernon Presley,Elvis (2022),XXXX,5 Pdb Votes
1280,Joël,Les crevettes pailletées,ISTJ,6 Pdb Votes
1281,Belzoni,tadeo jones : the lost explorer 2012,XXXX,6 Pdb Votes
1282,Rosa Lee,Tender Mercies (1983),ISTJ,8 Pdb Votes
1283,Knuckles the Echidna,Sonic the Hedgehog (OVA),XXXX,14 Pdb Votes
1284,Avery I,Harry Potter / Wizarding World Films,ISTJ,1 Pdb Vote
1285,Monsieur Burnier,Treasures of the Snow (1983),ISTJ,18 Pdb Votes
1286,Vaanaram,K.G.F (Series),ISTJ,3 Pdb Votes
1287,Dawn,Waitress,ISFP,17 Pdb Votes
1288,Dora,Leap! / Ballerina (2016),ISTJ,12 Pdb Votes
1289,Fikret (Fiko),Aile Arasinda,ISTJ,1 Pdb Vote
1290,Süd,Sprite Pazarlama,ISTJ,31 Pdb Votes
1291,Adheera,K.G.F (Series),ISTJ,1 Pdb Vote
1292,Daniel Burlingame,Wrong Turn 4,ISTJ,4 Pdb Votes
1293,Dennis,Catch and Release,ISTJ,5 Pdb Votes
1294,"Vicrul ""Knight of Ren""",Star Wars,ISTJ,51 Pdb Votes
1295,Howard,X (2022),ISTJ,8 Pdb Votes
1296,Hagita Saku,Orange (2015),ISTJ,4 Pdb Votes
1297,Gavin D'Amato,The War of the Roses,ISTJ,3 Pdb Votes
1298,Laertes,Ophelia,ISTJ,0
1299,John Comyn,Outlaw King,XXXX,0
1300,Kendra,Mass (2021),ISTJ,2 Pdb Votes
1301,Richard,Mass (2021),ISTJ,2 Pdb Votes
1302,Karl,Subspecies (1991),ISTJ,6 Pdb Votes
1303,King Vladislav,Subspecies (1991),ISTJ,6 Pdb Votes
1304,Gold Rater,A Hero / Ghahreman,ISTJ,1 Pdb Vote
1305,Nazanin,A Hero / Ghahreman,ISTJ,3 Pdb Votes
1306,Bahram,A Hero / Ghahreman,ISTJ,2 Pdb Votes
1307,Bill,The Father (2020),ISTJ,3 Pdb Votes
1308,Brother Kareem,One Night in Miami (2020),ISTJ,5 Pdb Votes
1309,Wylie Burp,An American Tail (1986),XXXX,1 Pdb Vote
1310,Uncle Ed,How to Eat Fried Worms (2006),ESTJ,1 Pdb Vote
1311,Bradley,How to Eat Fried Worms (2006),ISTJ,2 Pdb Votes
1312,Mary Proudfoot,Son of Rambow (2007),ISTJ,3 Pdb Votes
1313,Digit,An American Tail (1986),ISTJ,8 Pdb Votes
1314,Alan Russell,Oculus (2013),ISTJ,23 Pdb Votes
1315,Kanji Watanabe,Ikiru / To Live (1952) (生きる),ISTJ,2 Pdb Votes
1316,Gunther,The Bubble (2022),ISTJ,3 Pdb Votes
1317,Mr. Best,The Bubble (2022),ISTJ,2 Pdb Votes
1318,The Mathemagician,The Phantom Tollbooth,ISTJ,2 Pdb Votes
1319,The Senses Taker,The Phantom Tollbooth,ISTJ,1 Pdb Vote
1320,Anupama Banerjee ,Shakuntala Devi,ISTJ,2 Pdb Votes
1321,Trauco,Nahuel y el libro mágico,ISTJ,74 Pdb Votes
1322,Gong Gong,Everything Everywhere All At Once,ISTJ,1 Pdb Vote
1323,Short Bartender,Desperado,ISTJ,28 Pdb Votes
1324,Tock,The Phantom Tollbooth,ISTJ,8 Pdb Votes
1325,O Esquadrão Tentação,Dan Life,ISTJ,15 Pdb Votes
1326,"Frida Gómez  ""La Amiga""",Perras 2011,ISTJ,7 Pdb Votes
1327,Ana H. Nascimento,Dan Life,ISTJ,22 Pdb Votes
1328,"Cristiane ""Cris"" Carvalho",Dan Life,ISTJ,7 Pdb Votes
1329,John Milton,Scream (Franchise),ISTJ,50 Pdb Votes
1330,Maureen Evans,Scream (Franchise),ISTJ,4 Pdb Votes
1331,Nicholas I / Николай I,Union Of Salvation / Союз Спасения (2019),ISTJ,1 Pdb Vote
1332,Caleb,Jeremiah Johnson,XXXX,5 Pdb Votes
1333,Harold Grisham,Rat Race (2001),ISTJ,10 Pdb Votes
1334,Detective Enzo Marchi,Mother of Tears,ISTJ,11 Pdb Votes
1335,Dr. Van Helsing,Nosferatu The Vampyre (1979),ISTJ,10 Pdb Votes
1336,Johnathan Harker,Nosferatu The Vampyre (1979),ISTJ,7 Pdb Votes
1337,Madame Chanel,8 femmes,ISTJ,1 Pdb Vote
1338,Special Agent Vietti,Shaft (2019),ISTJ,1 Pdb Vote
1339,Sasha Arias,Shaft (2019),ISTJ,6 Pdb Votes
1340,Suki,My Nerd Girl (Indonesian Movie Series),ISTJ,8 Pdb Votes
1341,Tony,Await Further Instructions,ISTJ,6 Pdb Votes
1342,Johan Langerman,Silverton Siege,ISTJ,6 Pdb Votes
1343,George Darling,Peter Pan (2003),ISTJ,2 Pdb Votes
1344,Issac “Fagin” Solomon,Twist (2021),ISTJ,2 Pdb Votes
1345,"Hugh ""Shug"" Bain",Shuggie Bain,ISTJ,8 Pdb Votes
1346,Papa Rico,The Purge (Franchise),ISTJ,7 Pdb Votes
1347,Nobody,Windfall (2022),ISTJ,11 Pdb Votes
1348,Tony Belardi ,Burnt,XXXX,30 Pdb Votes
1349,Silas Ramsbottom,Despicable Me (Franchise),ISTJ,0
1350,Alexandra,Tangerine,ISTJ,3 Pdb Votes
1351,David,The Crazies (2010),ISTJ,14 Pdb Votes
1352,"Maximilian ""Max"" Meen",The Great Race (1965),ISTJ,8 Pdb Votes
1353,Plasmo (100th),Tales Of The Hunger Games (TOTHG),ISTJ,1 Pdb Vote
1354,LT DeWindt,Saving Private Ryan (1998),ISTJ,4 Pdb Votes
1355,Butch,Cats & Dogs,ISTJ,5 Pdb Votes
1356,Detective Cortez,Upgrade (2018),ISTJ,6 Pdb Votes
1357,Christine Connelly,The Mean Season,ISTJ,6 Pdb Votes
1358,Austin Jacoby,Dope (2015),ISTJ,3 Pdb Votes
1359,McCoy,Streets of Fire,ISTJ,4 Pdb Votes
1360,Lucy,The Linguini Incident,ISTJ,7 Pdb Votes
1361,Dean Carl Cain,How High (2001),ISTJ,4 Pdb Votes
1362,Sophie Tsukino,Moonshot (2022),ISTJ,21 Pdb Votes
1363,Esper,Tales Of The Hunger Games (TOTHG),ISTJ,1 Pdb Vote
1364,Mark Kincaid,Scream (Franchise),ISTJ,31 Pdb Votes
1365,Lieutenant A.K. Waters,Tears of the Sun,ISTJ,13 Pdb Votes
1366,Cami,The Toll,ISTJ,1 Pdb Vote
1367,Paolo,Il filo invisibile (The Invisible Thread),ISTJ,7 Pdb Votes
1368,Ann,Fresh (2022),ISTJ,23 Pdb Votes
1369,The Lord's Wife,Belladonna of Sadness (1973) (哀しみのベラドンナ),ISTJ,4 Pdb Votes
1370,Tom,I'm Your Man,ISTJ,12 Pdb Votes
1371,Tom White,Killers of the Flower Moon,ISTJ,35 Pdb Votes
1372,Andrew Crocker-Harris,The Browning Version (1951),ISTJ,5 Pdb Votes
1373,Dr. Ben Jessup,City Slickers,ISTJ,2 Pdb Votes
1374,Barbara Robbins,City Slickers,ISTJ,5 Pdb Votes
1375,Park Min-Jae,I Can Speak,ISTJ,5 Pdb Votes
1376,Karen,I Trapped the Devil,ISTJ,7 Pdb Votes
1377,Yoon Jung-hye,Start-Up (Sidong) (2019),ISTJ,2 Pdb Votes
1378,Stanley,Open Season (2006),ISTJ,11 Pdb Votes
1379,"Harry Mason ""Ax 'Em"" ",Ax 'Em (1992),ISTJ,7 Pdb Votes
1380,Albert Wesker,Resident Evil,ISTJ,57 Pdb Votes
1381,Virgil Oldman,The Best Offer (2013),ISTJ,29 Pdb Votes
1382,Monique,Bigbug,ISTJ,6 Pdb Votes
1383,Rose Feller,In Her Shoes (2005),ISTJ,11 Pdb Votes
1384,Brer Turtle,The Adventures of Brer Rabbit,ISTJ,3 Pdb Votes
1385,Richie Kreyman,Tall Girl (2019),ISTJ,30 Pdb Votes
1386,Chacha,Patoruzito (Películas),ISTJ,6 Pdb Votes
1387,Minnesota Fats,The Hustler (1961),XXXX,5 Pdb Votes
1388,Luke Shelton,X+Y / A Brilliant Young Mind (2014),ISTJ,8 Pdb Votes
1389,Dr. Dahlin,Ghost in the Shell (2017),ISTJ,2 Pdb Votes
1390,Sid Post ,"Legally Blonde 2: Red, White & Blonde",ISTJ,3 Pdb Votes
1391,Sasha,The Inheritance (2020),ISTJ,1 Pdb Vote
1392,Ashley Luther,STRIVE,ISTJ,8 Pdb Votes
1393,Nicole Kuszpa,STRIVE,ISTJ,8 Pdb Votes
1394,Houston,Space Chimps (2008),ISTJ,2 Pdb Votes
1395,Amrita Sabharwal,Thappad (2020),ISTJ,4 Pdb Votes
1396,Tybalt,Pinocchio: A True Story (2022),ISTJ,16 Pdb Votes
1397,Luna,Space Chimps (2008),ISTJ,2 Pdb Votes
1398,Ridley,Rudolph the Red-Nosed Reindeer (1998),ISTJ,1 Pdb Vote
1399,Clara,To Wong Foo Thanks For Everything,XXXX,2 Pdb Votes
1400,Spine,Raya and the Last Dragon (2021),ISTJ,5 Pdb Votes
1401,Blacksmith's Daughter,Iron Will (1994),ISTJ,4 Pdb Votes
1402,Wu and Wei,How to Train Your Dragon (Franchise),ISTJ,12 Pdb Votes
1403,Megan,Over the Counter,ISTJ,2 Pdb Votes
1404,Nina Rothman,Max (2002),ISTJ,2 Pdb Votes
1405,Jell-O,Date Movie (2006),ISTJ,1 Pdb Vote
1406,Lev Yashin,Lev Yashin - Goalkeeper of My Dreams,XXXX,7 Pdb Votes
1407,X.O. Ron Hunter,Crimson Tide,ISTJ,14 Pdb Votes
1408,Sir Horace Wilson,Munich - The Edge of War,ISTJ,1 Pdb Vote
1409,Patou,Rock-A-Doodle,ISTJ,5 Pdb Votes
1410,Harold Carnes,American Psycho (2000),ISTJ,17 Pdb Votes
1411,The King,"If I Can't Have Love, I Want Power (2021)",ESTJ,1 Pdb Vote
1412,Rick Grimes,Rick Grimes Movie Trilogy (2022-),ISTJ,41 Pdb Votes
1413,Dr. Siddhant Arya,Krrish (Film Series),XXXX,6 Pdb Votes
1414,Meyer Lansky,Bugsy (1991),ISTJ,1 Pdb Vote
1415,Chief prosecutor Woong-In,Seoul Vibe,ISTJ,2 Pdb Votes
1416,The Man,Versus (2000),ISTJ,8 Pdb Votes
1417,John Sloan,Christmas in Connecticut (1945),ISTJ,3 Pdb Votes
1418,Listonosz Pat,Tureckie Problemy,ISTJ,1 Pdb Vote
1419,Marilia,The Skin I Live In (2011),ISTJ,6 Pdb Votes
1420,Tom,Mud,ISTJ,1 Pdb Vote
1421,Sang-Won,The Closet,ISTJ,9 Pdb Votes
1422,Larry Simpson,"Extremely Wicked, Shockingly Evil and Vile (2019)",XXXX,10 Pdb Votes
1423,Ed Traxler,Terminator,ISTJ,1 Pdb Vote
1424,Pae Buffgun,Killer Tattoo (Mue Puen-Lok/Phra/Chan),ISTJ,31 Pdb Votes
1425,Hyacinth / Minister of Spring,Tinker Bell (2008),ISTJ,5 Pdb Votes
1426,Toto,Animals United (2010),ISTJ,1 Pdb Vote
1427,Momo,The Humans (2021),XXXX,8 Pdb Votes
1428,Rani Nagmati,Padmaavat (2018),ISTJ,1 Pdb Vote
1429,Kip,The English Patient,ISTJ,2 Pdb Votes
1430,"Chief ""Red"" Garnett",Perfect World (1993),ISTJ,12 Pdb Votes
1431,Claudia,Through My Window (a través de mi ventana),ISTJ,4 Pdb Votes
1432,Lo Pin-wen,The Falls,ESTJ,1 Pdb Vote
1433,Jim Bob Collins,Pass the Ammo (1988),ISTJ,5 Pdb Votes
1434,Granny,Belfast,ISTJ,6 Pdb Votes
1435,Khadijah Adiyeme,The 355,ISTJ,7 Pdb Votes
1436,Pablo,Rec,ISTJ,13 Pdb Votes
1437,Milan Todorović,Lude godine / Žikina dinastija,ISTJ,8 Pdb Votes
1438,Guardian Of The Gates,The Wiz (1978),ISTJ,2 Pdb Votes
1439,Rose Arbuthnot,Enchanted April (1991),ISTJ,10 Pdb Votes
1440,Isabelle,Predators (2010),ISTJ,25 Pdb Votes
1441,Ms. Hooper,She-Devil (1989),ISTJ,21 Pdb Votes
1442,Ivan Vasilievich Bunsha,Ivan Vasilievich: Back to the Future,ISTJ,4 Pdb Votes
1443,Benji,Seal Team (2021),ISTJ,3 Pdb Votes
1444,Chester,Ozzy (2016),ISTJ,14 Pdb Votes
1445,Jong-Il Hong,Oasis (2002),ISTJ,3 Pdb Votes
1446,Lemuel Lint,Missing Link (2019),ISTJ,27 Pdb Votes
1447,Brontë,Green Card (1990),ISTJ,3 Pdb Votes
1448,Bruno,Luca (2021),ISTJ,0
1449,Marcello,The Conformist (1970),ISTJ,0
1450,Dr. Branom,A Clockwork Orange (1971),ISTJ,7 Pdb Votes
1451,The Chief Steward,The Darjeeling Limited (2007),ISTJ,4 Pdb Votes
1452,Rosalie Otterbourne,Death on the Nile (2022),ISTJ,32 Pdb Votes
1453,Larry Dennit Jr.,Talladega Nights: The Ballad of Ricky Bobby (2006),ISTJ,1 Pdb Vote
1454,Cpl. Tommy Thomas,Hostiles (2017),XXXX,7 Pdb Votes
1455,Pvt. Philippe DeJardin,Hostiles (2017),ISTJ,8 Pdb Votes
1456,Alec O'Donnell,A Shine of Rainbows (2009),ISTJ,2 Pdb Votes
1457,Gail Moody,Mixtape (2021),XXXX,8 Pdb Votes
1458,Professor Knight,Monsters University (2013),XXXX,20 Pdb Votes
1459,Fish,The Cat in the Hat (2003),ISTJ,30 Pdb Votes
1460,Jake Hapman,Noelle,ISTJ,5 Pdb Votes
1461,Michael Malcolm,The Unforgivable (2021),ISTJ,5 Pdb Votes
1462,John Knightley,Emma. (2020),ISTJ,5 Pdb Votes
1463,Kunle,Emergency (2022),ISTJ,13 Pdb Votes
1464,Petra,Taxi (1998),ISTJ,8 Pdb Votes
1465,Erica Miller,The Christmas Drop,ISTJ,8 Pdb Votes
1466,Old Monk,"Spring, Summer, Fall, Winter... and Spring (2003)",ISTJ,7 Pdb Votes
1467,Piotr,Open Your Eyes (Otwórz Oczy),ISTJ,2 Pdb Votes
1468,Tokuemon - Sake Brewer,Yojimbo (1961) (用心棒),ISTJ,4 Pdb Votes
1469,Martin,Stuck Together,ISTJ,7 Pdb Votes
1470,Ebenezer Scrooge,Scrooge (1970),ISTJ,21 Pdb Votes
1471,Myles,A Castle for Christmas (2021),ISTJ,10 Pdb Votes
1472,Mrs. Elton,The Deep Blue Sea,ISTJ,9 Pdb Votes
1473,Miami Man,The Bad Batch,ISTJ,2 Pdb Votes
1474,Frank Heffley,Diary of a Wimpy Kid (2020s Series),ISTJ,1 Pdb Vote
1475,Polly,St Trinian’s,XXXX,1 Pdb Vote
1476,Peaches,St Trinian’s,XXXX,7 Pdb Votes
1477,Annabelle,St Trinian’s,XXXX,11 Pdb Votes
1478,Abe,Chickenhare and the Hamster of Darkness,ISTJ,8 Pdb Votes
1479,Miss Turvey,Nanny McPhee and the Big Bang,ISTJ,17 Pdb Votes
1480,Nanny McPhee,Nanny McPhee and the Big Bang,ISTJ,4 Pdb Votes
1481,Marlene Starr,Monster Family 2,ISTJ,1 Pdb Vote
1482,Ulla Savilahti,Onni von Sopanen (2006),ISTJ,3 Pdb Votes
1483,Ira Weitzman,"Tick, Tick... Boom!",ISTJ,23 Pdb Votes
1484,Count Dracula,Monster Family,ISTJ,4 Pdb Votes
1485,Josh Parker,Office Christmas Party (2016),ISTJ,6 Pdb Votes
1486,Bud,Repo Man (1984),ISTJ,1 Pdb Vote
1487,Ed Portman,Raising Helen (2004),ISTJ,5 Pdb Votes
1488,Joanne Wedman,Home for the Holidays,ISTJ,1 Pdb Vote
1489,Georg,The Seventh Continent,ISTJ,2 Pdb Votes
1490,Father Francis,Tolkien (2019),ISTJ,13 Pdb Votes
1491,Velma Cruther,"Hush...Hush, Sweet Charlotte (1964)",ISTJ,2 Pdb Votes
1492,Sam,Enchanted (2007),ISTJ,9 Pdb Votes
1493,Holt,In The Shadow Of The Moon (2019),ISTJ,5 Pdb Votes
1494,Superintendent Gluck,Help! (1965),ISTJ,2 Pdb Votes
1495,Rim yong-su,Escape from Mogadishu,ISTJ,1 Pdb Vote
1496,Train Handler,The Red Balloon (1956),ISTJ,6 Pdb Votes
1497,Kay Chandler,Random Hearts (1999),ISTJ,15 Pdb Votes
1498,Anya Yartseva,T-34 (2019),ISTJ,0
1499,George Blackledge,Let Him Go (2020),ISTJ,0
1500,Michael,Manos: The Hands of Fate,ISTJ,11 Pdb Votes
1501,Kathy LeBlanc,Blue Bayou,ISTJ,4 Pdb Votes
1502,Red Webster,Road House (1989),ISTJ,2 Pdb Votes
1503,Bells (Nilbog’s Preacher),Troll 2,ISTJ,3 Pdb Votes
1504,King George VI,Darkest Hour (2017),ISTJ,5 Pdb Votes
1505,Matt Drayton,Guess Who's Coming to Dinner (1967),ISTJ,4 Pdb Votes
1506,Steve the Roommate,Smiley Face,XXXX,5 Pdb Votes
1507,Woman In Prologue,Un Chien Andalou (1929),XXXX,1 Pdb Vote
1508,Heidi's Grandpa,Heidi (2015),ISTJ,1 Pdb Vote
1509,Michael Bryce,Hitman's Wife's Bodyguard,ISTJ,25 Pdb Votes
1510,Mandy Bale,Outside the Wire (2021),ISTJ,2 Pdb Votes
1511,Saul,Coming to America (1988),ISTJ,6 Pdb Votes
1512,Sergeant Howard,Paul Blart: Mall Cop (2009),ISTJ,1 Pdb Vote
1513,Major Alistar Gregory,Spencer,ISTJ,5 Pdb Votes
1514,Lilith,Locating Silver Lake,ISTJ,1 Pdb Vote
1515,General Friedrich Fromm,Valkyrie,ISTJ,3 Pdb Votes
1516,General Friedrich Olbricht,Valkyrie,ISTJ,10 Pdb Votes
1517,Joshua Templeman,The Hating Game (2021),ISTJ,28 Pdb Votes
1518,Bass Reeves,The Harder They Fall (2021),ISTJ,9 Pdb Votes
1519,Mai Kishikawa,Shall We Dance? (Shall We ダンス?) (1996),ISTJ,4 Pdb Votes
1520,Matt,40 Days and 40 Nights (2002),ISTJ,3 Pdb Votes
1521,Tía Victoria,Coco (2017),ISTJ,64 Pdb Votes
1522,Carter,Carter (2022),XXXX,1 Pdb Vote
1523,John,Silent House,ISTJ,4 Pdb Votes
1524,Sydney Briar,Pontypool,ESTJ,6 Pdb Votes
1525,Gus,Madagascar (Franchise),ISTJ,9 Pdb Votes
1526,Irina Fyodorovna Borozdina,The Cranes Are Flying,ISTJ,4 Pdb Votes
1527,Leonard Donofrio,Riding in Cars with Boys,ISTJ,4 Pdb Votes
1528,Economics Teacher / Mr. Lorensax,Ferris Bueller's Day Off (1986),ISTJ,14 Pdb Votes
1529,Katryna Dubrovsky (Mother Russia),Kick-Ass (2010),ISTJ,14 Pdb Votes
1530,Jib,ATM: Er Rak Error (2012),ISTJ,94 Pdb Votes
1531,Валентин Будейко,Univer. New Dorm,ISTJ,20 Pdb Votes
1532,Rob Slolom,Tropic Thunder (2008),ISTJ,3 Pdb Votes
1533,Willy,La Leyenda de la Nahuala,ISTJ,5 Pdb Votes
1534,The Seminarian,Taste of Cherry (1997),ISTJ,9 Pdb Votes
1535,Sister Clodagh,Black Narcissus (1947),ISTJ,2 Pdb Votes
1536,Victor Pollock,Black Box (2021),ISTJ,2 Pdb Votes
1537,Phillipe Rénier,Black Box (2021),ISTJ,9 Pdb Votes
1538,Emmet,Silverado,ISTJ,1 Pdb Vote
1539,Jimmy Harrell,Deepwater Horizon,ISTJ,5 Pdb Votes
1540,Leigh Brackett,Halloween (2018 Timeline),ISTJ,8 Pdb Votes
1541,Doo Seuk,Pawn (2020),ISTJ,12 Pdb Votes
1542,Sal,The Internship (2013),ISTJ,4 Pdb Votes
1543,Sergeant Krupke,West Side Story (2021),ISTJ,16 Pdb Votes
1544,Yang Pan-Rae,Swing Kids (2018),ISTJ,3 Pdb Votes
1545,"Orlando Oxford, Duke of Oxford",The King's Man,ISTJ,3 Pdb Votes
1546,Lino,Los Lunes al Sol / Mondays in the Sun (2002),ISTJ,0
1547,Police Officer,The Social Network (2010),ISTJ,0
1548,Mr. Mohr,Sophie Scholl: The Final Days,ISTJ,0
1549,Principal McVicker,Beavis and Butt-head Do America,ISTJ,0
1550,Tom Anderson,Beavis and Butt-head Do America,ISTJ,5 Pdb Votes
1551,Jean-Pierre Costa,Didier,ISTJ,11 Pdb Votes
1552,Jim Reed,Blood and Money (2020),ISTJ,9 Pdb Votes
1553,John Keller,Transformers (Bayverse),ISTJ,1 Pdb Vote
1554,Patrick Donnelly,Transformers (Bayverse),ISTJ,4 Pdb Votes
1555,Brigitte Desjardins,The Hustle (2019),ISTJ,3 Pdb Votes
1556,Consejero,Coven/Akelarre (2021),ISTJ,5 Pdb Votes
1557,The Blue King,Donkey Skin (1970),XXXX,3 Pdb Votes
1558,Ohlsdorfer,The Turin Horse (2011),ISTJ,1 Pdb Vote
1559,Julius,The Flight Before Christmas (2008),ISTJ,5 Pdb Votes
1560,Sta. Maria,Dead Kids,INTP,1 Pdb Vote
1561,Raúl,1000 Miles from Christmas,ISTJ,3 Pdb Votes
1562,Anders,A Boy Called Christmas,ISTJ,3 Pdb Votes
1563,Oscar,Holy Motors (2012),ISTJ,1 Pdb Vote
